actuated_joint_pos	actuated_joint_vel	actuated_joint_torque	unactuated_joint_pos	unactuated_joint_vel	unactuated_joint_torque
7.80648	7.97454	3.33333	25.3128	31.8106	20
7.81446	7.97787	3.33333	25.3446	31.8212	20
7.82244	7.98121	3.33333	25.3764	31.8612	20
7.83042	7.98454	3.33333	25.4083	31.86	20
7.83841	7.99121	3.33333	25.4402	31.9	20
7.8464	7.99121	3.33333	25.4721	31.9106	20
7.8544	7.99787	3.33333	25.504	31.9212	20
7.8624	7.99787	3.33333	25.536	31.9612	20
7.8704	8.00121	3.33333	25.5679	31.96	20
7.87841	8.00787	3.33333	25.5999	32	20
7.88642	8.00787	3.33333	25.6319	32.0106	20
7.89443	8.01454	3.33333	25.6639	32.0212	20
7.90245	8.01454	3.33333	25.696	32.0612	20
7.91046	8.01787	3.33333	25.7281	32.06	20
7.91848	8.02121	3.33333	25.7602	32.1	20
7.92651	8.02787	3.33333	25.7923	32.1106	20
7.93454	8.02787	3.33333	25.8244	32.1212	20
7.94257	8.03454	3.33333	25.8565	32.1612	20
7.95061	8.03454	3.33333	25.8887	32.16	20
7.95865	8.03787	3.33333	25.9209	32.2	20
7.96669	8.04121	3.33333	25.9531	32.2106	20
7.97473	8.04454	3.33333	25.9853	32.2212	20
7.98278	8.04787	3.33333	26.0176	32.2612	20
7.99083	8.05121	3.33333	26.0498	32.26	20
7.99889	8.05454	3.33333	26.0821	32.3	20
8.00695	8.06121	3.33333	26.1144	32.3106	20
8.01501	8.06121	3.33333	26.1468	32.3212	20
8.02308	8.06787	3.33333	26.1791	32.3612	20
8.03114	8.06787	3.33333	26.2115	32.36	20
8.03922	8.07121	3.33333	26.2439	32.4	20
8.04729	8.07787	3.33333	26.2763	32.4106	20
8.05537	8.07787	3.33333	26.3087	32.4212	20
8.06346	8.08454	3.33333	26.3412	32.4612	20
8.07154	8.08454	3.33333	26.3736	32.46	20
8.07963	8.08787	3.33333	26.4061	32.5	20
8.08772	8.09121	3.33333	26.4386	32.5106	20
8.09582	8.09787	3.33333	26.4711	32.5212	20
8.10391	8.09787	3.33333	26.5037	32.5612	20
8.11202	8.10454	3.33333	26.5363	32.56	20
8.12012	8.10454	3.33333	26.5689	32.6	20
8.12823	8.10787	3.33333	26.6015	32.6106	20
8.13634	8.11121	3.33333	26.6341	32.6212	20
8.14446	8.11454	3.33333	26.6667	32.6612	20
8.15257	8.11787	3.33333	26.6994	32.66	20
8.1607	8.12121	3.33333	26.7321	32.7	20
8.16882	8.12454	3.33333	26.7648	32.7106	20
8.17695	8.13121	3.33333	26.7975	32.7212	20
8.18508	8.13121	3.33333	26.8303	32.7612	20
8.19322	8.13787	3.33333	26.863	32.76	20
8.20136	8.13787	3.33333	26.8958	32.8	20
8.2095	8.14121	3.33333	26.9286	32.8106	20
8.21765	8.14787	3.33333	26.9615	32.8212	20
8.2258	8.14787	3.33333	26.9943	32.8612	20
8.23395	8.15454	3.33333	27.0272	32.86	20
8.2421	8.15454	3.33333	27.0601	32.9	20
8.25026	8.15787	3.33333	27.093	32.9106	20
8.25842	8.16121	3.33333	27.1259	32.9212	20
8.26659	8.16787	3.33333	27.1589	32.9612	20
8.27476	8.16787	3.33333	27.1918	32.96	20
8.28293	8.17454	3.33333	27.2248	33	20
8.29111	8.17454	3.33333	27.2578	33.0106	20
8.29929	8.17787	3.33333	27.2908	33.0212	20
8.30747	8.18121	3.33333	27.3239	33.0612	20
8.31565	8.18454	3.33333	27.357	33.06	20
8.32384	8.18787	3.33333	27.39	33.1	20
8.33203	8.19121	3.33333	27.4232	33.1106	20
8.34022	8.19454	3.33333	27.4563	33.1212	20
8.34843	8.20121	3.33333	27.4894	33.1612	20
8.35663	8.20121	3.33333	27.5226	33.16	20
8.36484	8.20787	3.33333	27.5558	33.2	20
8.37304	8.20787	3.33333	27.589	33.2106	20
8.38125	8.21121	3.33333	27.6222	33.2212	20
8.38947	8.21787	3.33333	27.6555	33.2612	20
8.39769	8.21787	3.33333	27.6887	33.26	20
8.40591	8.22454	3.33333	27.722	33.3	20
8.41414	8.22454	3.33333	27.7553	33.3106	20
8.42237	8.22787	3.33333	27.7886	33.3212	20
8.4306	8.23121	3.33333	27.822	33.3612	20
8.43884	8.23787	3.33333	27.8554	33.36	20
8.44707	8.23787	3.33333	27.8888	33.4	20
8.45532	8.24454	3.33333	27.9222	33.4106	20
8.46356	8.24454	3.33333	27.9556	33.4212	20
8.47181	8.24787	3.33333	27.989	33.4612	20
8.48006	8.25121	3.33333	28.0225	33.46	20
8.48832	8.25454	3.33333	28.056	33.5	20
8.49657	8.25787	3.33333	28.0895	33.5106	20
8.50483	8.26121	3.33333	28.123	33.5212	20
8.5131	8.26454	3.33333	28.1566	33.5612	20
8.52137	8.27121	3.33333	28.1901	33.56	20
8.52964	8.27121	3.33333	28.2237	33.6	20
8.53792	8.27787	3.33333	28.2573	33.6106	20
8.5462	8.27787	3.33333	28.291	33.6212	20
8.55448	8.28121	3.33333	28.3246	33.6612	20
8.56277	8.28787	3.33333	28.3583	33.66	20
8.57105	8.28787	3.33333	28.392	33.7	20
8.57935	8.29454	3.33333	28.4257	33.7106	20
8.58764	8.29454	3.33333	28.4594	33.7212	20
8.59594	8.29787	3.33333	28.4932	33.7612	20
8.60424	8.30121	3.33333	28.5269	33.76	20
8.61255	8.30787	3.33333	28.5607	33.8	20
8.62086	8.30787	3.33333	28.5945	33.8106	20
8.62917	8.31454	3.33333	28.6283	33.8212	20
8.63749	8.31454	3.33333	28.6622	33.8612	20
8.6458	8.31787	3.33333	28.6961	33.86	20
8.65413	8.32121	3.33333	28.7299	33.9	20
8.66245	8.32454	3.33333	28.7639	33.9106	20
8.67078	8.32787	3.33333	28.7978	33.9212	20
8.67911	8.33121	3.33333	28.8317	33.9612	20
8.68744	8.33454	3.33333	28.8657	33.96	20
8.69578	8.34121	3.33333	28.8997	34	20
8.70413	8.34121	3.33333	28.9337	34.0106	20
8.71247	8.34787	3.33333	28.9677	34.0212	20
8.72082	8.34787	3.33333	29.0018	34.0612	20
8.72917	8.35121	3.33333	29.0358	34.06	20
8.73753	8.35787	3.33333	29.0699	34.1	20
8.74589	8.35787	3.33333	29.104	34.1106	20
8.75425	8.36454	3.33333	29.1381	34.1212	20
8.76262	8.36454	3.33333	29.1723	34.1612	20
8.77099	8.36787	3.33333	29.2065	34.16	20
8.77936	8.37121	3.33333	29.2407	34.2	20
8.78773	8.37787	3.33333	29.2749	34.2106	20
8.79611	8.37787	3.33333	29.3091	34.2212	20
8.8045	8.38454	3.33333	29.3433	34.2612	20
8.81288	8.38454	3.33333	29.3776	34.26	20
8.82127	8.38787	3.33333	29.4119	34.3	20
8.82966	8.39121	3.33333	29.4462	34.3106	20
8.83805	8.39454	3.33333	29.4805	34.3212	20
8.84645	8.39787	3.33333	29.5149	34.3612	20
8.85485	8.40121	3.33333	29.5492	34.36	20
8.86326	8.40454	3.33333	29.5836	34.4	20
8.87167	8.41121	3.33333	29.618	34.4106	20
8.88008	8.41121	3.33333	29.6525	34.4212	20
8.8885	8.41787	3.33333	29.6869	34.4612	20
8.89692	8.41787	3.33333	29.7214	34.46	20
8.90534	8.42121	3.33333	29.7559	34.5	20
8.91376	8.42787	3.33333	29.7904	34.5106	20
8.92219	8.42787	3.33333	29.8249	34.5212	20
8.93063	8.43454	3.33333	29.8594	34.5612	20
8.93906	8.43454	3.33333	29.894	34.56	20
8.9475	8.43787	3.33333	29.9286	34.6	20
8.95594	8.44121	3.33333	29.9632	34.6106	20
8.96439	8.44787	3.33333	29.9978	34.6212	20
8.97284	8.44787	3.33333	30.0325	34.6612	20
8.98129	8.45454	3.33333	30.0671	34.66	20
8.98975	8.45454	3.33333	30.1018	34.7	20
8.9982	8.45787	3.33333	30.1365	34.7106	20
9.00666	8.46121	3.33333	30.1713	34.7212	20
9.01513	8.46454	3.33333	30.206	34.7612	20
9.0236	8.46787	3.33333	30.2408	34.76	20
9.03207	8.47121	3.33333	30.2756	34.8	20
9.04054	8.47454	3.33333	30.3104	34.8106	20
9.04902	8.48121	3.33333	30.3452	34.8212	20
9.0575	8.48121	3.33333	30.3801	34.8612	20
9.06599	8.48787	3.33333	30.4149	34.86	20
9.07448	8.48787	3.33333	30.4498	34.9	20
9.08297	8.49121	3.33333	30.4847	34.9106	20
9.09147	8.49787	3.33333	30.5196	34.9212	20
9.09997	8.49787	3.33333	30.5546	34.9612	20
9.10847	8.50454	3.33333	30.5895	34.96	20
9.11698	8.50454	3.33333	30.6245	35	20
9.12548	8.50787	3.33333	30.6595	35.0106	20
9.134	8.51121	3.33333	30.6946	35.0212	20
9.14251	8.51787	3.33333	30.7296	35.0612	20
9.15103	8.51787	3.33333	30.7647	35.06	20
9.15956	8.52454	3.33333	30.7998	35.1	20
9.16808	8.52454	3.33333	30.8349	35.1106	20
9.17661	8.52787	3.33333	30.87	35.1212	20
9.18514	8.53121	3.33333	30.9052	35.1612	20
9.19367	8.53454	3.33333	30.9403	35.16	20
9.20221	8.53787	3.33333	30.9755	35.2	20
9.21075	8.54121	3.33333	31.0107	35.2106	20
9.2193	8.54454	3.33333	31.0459	35.2212	20
9.22785	8.55121	3.33333	31.0812	35.2612	20
9.2364	8.55121	3.33333	31.1165	35.26	20
9.24496	8.55787	3.33333	31.1517	35.3	20
9.25351	8.55787	3.33333	31.1871	35.3106	20
9.26208	8.56121	3.33333	31.2224	35.3212	20
9.27064	8.56787	3.33333	31.2577	35.3612	20
9.27921	8.56787	3.33333	31.2931	35.36	20
9.28779	8.57454	3.33333	31.3285	35.4	20
9.29636	8.57454	3.33333	31.3639	35.4106	20
9.30494	8.57787	3.33333	31.3993	35.4212	20
9.31352	8.58121	3.33333	31.4348	35.4612	20
9.32211	8.58787	3.33333	31.4702	35.46	20
9.33069	8.58787	3.33333	31.5057	35.5	20
9.33929	8.59454	3.33333	31.5412	35.5106	20
9.34788	8.59454	3.33333	31.5767	35.5212	20
9.35648	8.59787	3.33333	31.6123	35.5612	20
9.36508	8.60121	3.33333	31.6479	35.56	20
9.37369	8.60454	3.33333	31.6835	35.6	20
9.3823	8.60787	3.33333	31.7191	35.6106	20
9.39091	8.61121	3.33333	31.7547	35.6212	20
9.39952	8.61454	3.33333	31.7903	35.6612	20
9.40814	8.62121	3.33333	31.826	35.66	20
9.41676	8.62121	3.33333	31.8617	35.7	20
9.42539	8.62787	3.33333	31.8974	35.7106	20
9.43402	8.62787	3.33333	31.9331	35.7212	20
9.44265	8.63121	3.33333	31.9689	35.7612	20
9.45129	8.63787	3.33333	32.0046	35.76	20
9.45993	8.63787	3.33333	32.0404	35.8	20
9.46857	8.64454	3.33333	32.0762	35.8106	20
9.47721	8.64454	3.33333	32.112	35.8212	20
9.48586	8.64787	3.33333	32.1479	35.8612	20
9.49451	8.65121	3.33333	32.1838	35.86	20
9.50317	8.65787	3.33333	32.2197	35.9	20
9.51183	8.65787	3.33333	32.2556	35.9106	20
9.52049	8.66454	3.33333	32.2915	35.9212	20
9.52916	8.66454	3.33333	32.3274	35.9612	20
9.53783	8.66787	3.33333	32.3634	35.96	20
9.5465	8.67121	3.33333	32.3994	36	20
9.55517	8.67454	3.33333	32.4354	36.0106	20
9.56385	8.67787	3.33333	32.4714	36.0212	20
9.57253	8.68121	3.33333	32.5075	36.0612	20
9.58122	8.68454	3.33333	32.5435	36.06	20
9.58991	8.69121	3.33333	32.5796	36.1	20
9.5986	8.69121	3.33333	32.6157	36.1106	20
9.6073	8.69787	3.33333	32.6518	36.1212	20
9.61599	8.69787	3.33333	32.688	36.1612	20
9.62469	8.70121	3.33333	32.7242	36.16	20
9.6334	8.70787	3.33333	32.7604	36.2	20
9.64211	8.70787	3.33333	32.7966	36.2106	20
9.65082	8.71454	3.33333	32.8328	36.2212	20
9.65954	8.71454	3.33333	32.869	36.2612	20
9.66826	8.71787	3.33333	32.9053	36.26	20
9.67698	8.72121	3.33333	32.9416	36.3	20
9.68571	8.72787	3.33333	32.9779	36.3106	20
9.69443	8.72787	3.33333	33.0142	36.3212	20
9.70317	8.73454	3.33333	33.0506	36.3612	20
9.7119	8.73454	3.33333	33.0869	36.36	20
9.72064	8.73787	3.33333	33.1233	36.4	20
9.72938	8.74121	3.33333	33.1597	36.4106	20
9.73813	8.74454	3.33333	33.1961	36.4212	20
9.74687	8.74787	3.33333	33.2326	36.4612	20
9.75562	8.75121	3.33333	33.2691	36.46	20
9.76438	8.75454	3.33333	33.3056	36.5	20
9.77314	8.76121	3.33333	33.3421	36.5106	20
9.7819	8.76121	3.33333	33.3786	36.5212	20
9.79067	8.76787	3.33333	33.4151	36.5612	20
9.79944	8.76787	3.33333	33.4517	36.56	20
9.80821	8.77121	3.33333	33.4883	36.6	20
9.81699	8.77787	3.33333	33.5249	36.6106	20
9.82576	8.77787	3.33333	33.5615	36.6212	20
9.83455	8.78454	3.33333	33.5982	36.6612	20
9.84333	8.78454	3.33333	33.6348	36.66	20
9.85212	8.78787	3.33333	33.6715	36.7	20
9.86091	8.79121	3.33333	33.7082	36.7106	20
9.86971	8.79787	3.33333	33.7449	36.7212	20
9.87851	8.79787	3.33333	33.7817	36.7612	20
9.88731	8.80454	3.33333	33.8185	36.76	20
9.89612	8.80454	3.33333	33.8552	36.8	20
9.90492	8.80787	3.33333	33.8921	36.8106	20
9.91374	8.81121	3.33333	33.9289	36.8212	20
9.92255	8.81454	3.33333	33.9657	36.8612	20
9.93137	8.81787	3.33333	34.0026	36.86	20
9.94019	8.82121	3.33333	34.0395	36.9	20
9.94901	8.82454	3.33333	34.0764	36.9106	20
9.95784	8.83121	3.33333	34.1133	36.9212	20
9.96668	8.83121	3.33333	34.1503	36.9612	20
9.97551	8.83787	3.33333	34.1872	36.96	20
9.98435	8.83787	3.33333	34.2242	37	20
9.99319	8.84121	3.33333	34.2612	37.0106	20
10.002	8.84787	3.33333	34.2982	37.0212	20
10.0109	8.84787	3.33333	34.3353	37.0612	20
10.0197	8.85454	3.33333	34.3724	37.06	20
10.0286	8.85454	3.33333	34.4094	37.1	20
10.0375	8.85787	3.33333	34.4466	37.1106	20
10.0463	8.86121	3.33333	34.4837	37.1212	20
10.0552	8.86787	3.33333	34.5208	37.1612	20
10.0641	8.86787	3.33333	34.558	37.16	20
10.0729	8.87454	3.33333	34.5952	37.2	20
10.0818	8.87454	3.33333	34.6324	37.2106	20
10.0907	8.87787	3.33333	34.6696	37.2212	20
10.0996	8.88121	3.33333	34.7069	37.2612	20
10.1084	8.88454	3.33333	34.7441	37.26	20
10.1173	8.88787	3.33333	34.7814	37.3	20
10.1262	8.89121	3.33333	34.8187	37.3106	20
10.1351	8.89454	3.33333	34.856	37.3212	20
10.144	8.90121	3.33333	34.8934	37.3612	20
10.1529	8.90121	3.33333	34.9307	37.36	20
10.1618	8.90787	3.33333	34.9681	37.4	20
10.1707	8.90787	3.33333	35.0055	37.4106	20
10.1796	8.91121	3.33333	35.043	37.4212	20
10.1886	8.91787	3.33333	35.0804	37.4612	20
10.1975	8.91787	3.33333	35.1179	37.46	20
10.2064	8.92454	3.33333	35.1554	37.5	20
10.2153	8.92454	3.33333	35.1929	37.5106	20
10.2243	8.92787	3.33333	35.2304	37.5212	20
10.2332	8.93121	3.33333	35.268	37.5612	20
10.2421	8.93787	3.33333	35.3055	37.56	20
10.2511	8.93787	3.33333	35.3431	37.6	20
10.26	8.94454	3.33333	35.3807	37.6106	20
10.269	8.94454	3.33333	35.4183	37.6212	20
10.2779	8.94787	3.33333	35.456	37.6612	20
10.2869	8.95121	3.33333	35.4936	37.66	20
10.2958	8.95454	3.33333	35.5313	37.7	20
10.3048	8.95787	3.33333	35.569	37.7106	20
10.3137	8.96121	3.33333	35.6068	37.7212	20
10.3227	8.96454	3.33333	35.6445	37.7612	20
10.3317	8.97121	3.33333	35.6823	37.76	20
10.3406	8.97121	3.33333	35.7201	37.8	20
10.3496	8.97787	3.33333	35.7579	37.8106	20
10.3586	8.97787	3.33333	35.7957	37.8212	20
10.3676	8.98121	3.33333	35.8335	37.8612	20
10.3766	8.98787	3.33333	35.8714	37.86	20
10.3855	8.98787	3.33333	35.9093	37.9	20
10.3945	8.99454	3.33333	35.9472	37.9106	20
10.4035	8.99454	3.33333	35.9851	37.9212	20
10.4125	8.99787	3.33333	36.0231	37.9612	20
10.4215	9.00121	3.33333	36.061	37.96	20
10.4305	9.00787	3.33333	36.099	38	20
10.4396	9.00787	3.33333	36.137	38.0106	20
10.4486	9.01454	3.33333	36.175	38.0212	20
10.4576	9.01454	3.33333	36.2131	38.0612	20
10.4666	9.01787	3.33333	36.2512	38.06	20
10.4756	9.02121	3.33333	36.2893	38.1	20
10.4846	9.02454	3.33333	36.3274	38.1106	20
10.4937	9.02787	3.33333	36.3655	38.1212	20
10.5027	9.03121	3.33333	36.4036	38.1612	20
10.5117	9.03454	3.33333	36.4418	38.16	20
10.5208	9.04121	3.33333	36.48	38.2	20
10.5298	9.04121	3.33333	36.5182	38.2106	20
10.5389	9.04787	3.33333	36.5564	38.2212	20
10.5479	9.04787	3.33333	36.5947	38.2612	20
10.557	9.05121	3.33333	36.6329	38.26	20
10.566	9.05787	3.33333	36.6712	38.3	20
10.5751	9.05787	3.33333	36.7095	38.3106	20
10.5841	9.06454	3.33333	36.7478	38.3212	20
10.5932	9.06454	3.33333	36.7862	38.3612	20
10.6023	9.06787	3.33333	36.8245	38.36	20
10.6113	9.07121	3.33333	36.8629	38.4	20
10.6204	9.07787	3.33333	36.9013	38.4106	20
10.6295	9.07787	3.33333	36.9398	38.4212	20
10.6386	9.08454	3.33333	36.9782	38.4612	20
10.6477	9.08454	3.33333	37.0167	38.46	20
10.6568	9.08787	3.33333	37.0552	38.5	20
10.6659	9.09121	3.33333	37.0937	38.5106	20
10.6749	9.09454	3.33333	37.1322	38.5212	20
10.684	9.09787	3.33333	37.1708	38.5612	20
10.6931	9.10121	3.33333	37.2093	38.56	20
10.7022	9.10454	3.33333	37.2479	38.6	20
10.7114	9.11121	3.33333	37.2865	38.6106	20
10.7205	9.11121	3.33333	37.3251	38.6212	20
10.7296	9.11787	3.33333	37.3638	38.6612	20
10.7387	9.11787	3.33333	37.4024	38.66	20
10.7478	9.12121	3.33333	37.4411	38.7	20
10.757	9.12787	3.33333	37.4798	38.7106	20
10.7661	9.12787	3.33333	37.5186	38.7212	20
10.7752	9.13454	3.33333	37.5573	38.7612	20
10.7844	9.13454	3.33333	37.5961	38.76	20
10.7935	9.13787	3.33333	37.6349	38.8	20
10.8026	9.14121	3.33333	37.6737	38.8106	20
10.8118	9.14787	3.33333	37.7125	38.8212	20
10.8209	9.14787	3.33333	37.7513	38.8612	20
10.8301	9.15454	3.33333	37.7902	38.86	20
10.8392	9.15454	3.33333	37.8291	38.9	20
10.8484	9.15787	3.33333	37.868	38.9106	20
10.8576	9.16121	3.33333	37.9069	38.9212	20
10.8667	9.16454	3.33333	37.9459	38.9612	20
10.8759	9.16787	3.33333	37.9848	38.96	20
10.8851	9.17121	3.33333	38.0238	39	20
10.8942	9.17454	3.33333	38.0628	39.0106	20
10.9034	9.18121	3.33333	38.1018	39.0212	20
10.9126	9.18121	3.33333	38.1409	39.0612	20
10.9218	9.18787	3.33333	38.18	39.06	20
10.931	9.18787	3.33333	38.219	39.1	20
10.9402	9.19121	3.33333	38.2582	39.1106	20
10.9494	9.19787	3.33333	38.2973	39.1212	20
10.9586	9.19787	3.33333	38.3364	39.1612	20
10.9678	9.20454	3.33333	38.3756	39.16	20
10.977	9.20454	3.33333	38.4148	39.2	20
10.9862	9.20787	3.33333	38.454	39.2106	20
10.9954	9.21121	3.33333	38.4932	39.2212	20
11.0046	9.21787	3.33333	38.5325	39.2612	20
11.0138	9.21787	3.33333	38.5717	39.26	20
11.023	9.22454	3.33333	38.611	39.3	20
11.0323	9.22454	3.33333	38.6503	39.3106	20
11.0415	9.22787	3.33333	38.6896	39.3212	20
11.0507	9.23121	3.33333	38.729	39.3612	20
11.06	9.23454	3.33333	38.7683	39.36	20
11.0692	9.23787	3.33333	38.8077	39.4	20
11.0784	9.24121	3.33333	38.8471	39.4106	20
11.0877	9.24454	3.33333	38.8866	39.4212	20
11.0969	9.25121	3.33333	38.926	39.4612	20
11.1062	9.25121	3.33333	38.9655	39.46	20
11.1154	9.25787	3.33333	39.005	39.5	20
11.1247	9.25787	3.33333	39.0445	39.5106	20
11.134	9.26121	3.33333	39.084	39.5212	20
11.1432	9.26787	3.33333	39.1235	39.5612	20
11.1525	9.26787	3.33333	39.1631	39.56	20
11.1618	9.27454	3.33333	39.2027	39.6	20
11.1711	9.27454	3.33333	39.2423	39.6106	20
11.1803	9.27787	3.33333	39.2819	39.6212	20
11.1896	9.28121	3.33333	39.3216	39.6612	20
11.1989	9.28787	3.33333	39.3612	39.66	20
11.2082	9.28787	3.33333	39.4009	39.7	20
11.2175	9.29454	3.33333	39.4406	39.7106	20
11.2268	9.29454	3.33333	39.4803	39.7212	20
11.2361	9.29787	3.33333	39.5201	39.7612	20
11.2454	9.30121	3.33333	39.5598	39.76	20
11.2547	9.30454	3.33333	39.5996	39.8	20
11.264	9.30787	3.33333	39.6394	39.8106	20
11.2733	9.31121	3.33333	39.6793	39.8212	20
11.2826	9.31454	3.33333	39.7191	39.8612	20
11.2919	9.32121	3.33333	39.759	39.86	20
11.3013	9.32121	3.33333	39.7989	39.9	20
11.3106	9.32787	3.33333	39.8388	39.9106	20
11.3199	9.32787	3.33333	39.8787	39.9212	20
11.3292	9.33121	3.33333	39.9186	39.9612	20
11.3386	9.33787	3.33333	39.9586	39.96	20
11.3479	9.33787	3.33333	39.9986	40	20
11.3573	9.34454	3.33333	40.0386	40.0106	20
